availableScenarioEnergy,configurationSuitability,currentMissionMode,enduranceFeasibility,energyMargin,flightFeasibility,lowBatteryTriggered,missionComplete,missionEnergyTotal,missionTime,remainingScenarioEnergy,returnedEarly,returnEnergyRequired,tier1EnergyIncrement,sentry.thrustMargin,sentry.platform.patrolSpeed,sentry.platform.power.batteryMass,sentry.platform.propulsion.motorSizeFactor,sentry.platform.propulsion.propellerDiameter,sentry.payload.spotlight.spotlightOnLoad,sentry.payload.speaker.speakerOnLoad
3.5280E5,false,MISSION_FAIL,false,-58146.7500,true,true,false,4.1095E5,419.0000,-903.7908,true,0.0000,4680.0000,19.2015,5.0000,0.7000,3.0000,0.3000,15.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-58266.7500,true,true,false,4.1107E5,419.0000,-1125.7908,true,0.0000,1800.0000,19.2015,5.0000,0.7000,3.0000,0.3000,25.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-59706.7500,true,true,false,4.1251E5,417.0000,-844.9325,true,0.0000,3240.0000,19.2015,5.0000,0.7000,3.0000,0.3000,25.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-61146.7500,true,true,false,4.1395E5,416.0000,-1332.5033,true,0.0000,4680.0000,19.2015,5.0000,0.7000,3.0000,0.3000,25.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-61266.7500,true,true,false,4.1407E5,415.0000,-778.0742,true,0.0000,1800.0000,19.2015,5.0000,0.7000,3.0000,0.3000,35.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-62706.7500,true,true,false,4.1551E5,414.0000,-1247.6450,true,0.0000,3240.0000,19.2015,5.0000,0.7000,3.0000,0.3000,35.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-64146.7500,true,true,false,4.1695E5,412.0000,-890.7867,true,0.0000,4680.0000,19.2015,5.0000,0.7000,3.0000,0.3000,35.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-20958.4091,true,true,false,3.7376E5,457.0000,-966.7958,true,0.0000,1800.0000,19.2015,5.5000,0.7000,3.0000,0.3000,15.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-22398.4091,true,true,false,3.7520E5,455.0000,-907.9375,true,0.0000,3240.0000,19.2015,5.5000,0.7000,3.0000,0.3000,15.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-23838.4091,true,true,false,3.7664E5,453.0000,-849.0792,true,0.0000,4680.0000,19.2015,5.5000,0.7000,3.0000,0.3000,15.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-23958.4091,true,true,false,3.7676E5,453.0000,-969.0792,true,0.0000,1800.0000,19.2015,5.5000,0.7000,3.0000,0.3000,25.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-25398.4091,true,true,false,3.7820E5,451.0000,-910.2208,true,0.0000,3240.0000,19.2015,5.5000,0.7000,3.0000,0.3000,25.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-26838.4091,true,true,false,3.7964E5,449.0000,-851.3625,true,0.0000,4680.0000,19.2015,5.5000,0.7000,3.0000,0.3000,25.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-26958.4091,true,true,false,3.7976E5,449.0000,-971.3625,true,0.0000,1800.0000,19.2015,5.5000,0.7000,3.0000,0.3000,35.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-28398.4091,true,true,false,3.8120E5,447.0000,-912.5042,true,0.0000,3240.0000,19.2015,5.5000,0.7000,3.0000,0.3000,35.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-29838.4091,true,true,false,3.8264E5,445.0000,-853.6458,true,0.0000,4680.0000,19.2015,5.5000,0.7000,3.0000,0.3000,35.0000,26.0000
4.5360E5,false,MISSION_FAIL,false,-8389.1667,true,true,false,4.6199E5,498.0000,-986.4472,true,0.0000,1800.0000,17.2395,4.5000,0.9000,3.0000,0.3000,15.0000,10.0000
4.5360E5,false,MISSION_FAIL,false,-9829.1667,true,true,false,4.6343E5,496.0000,-887.6222,true,0.0000,3240.0000,17.2395,4.5000,0.9000,3.0000,0.3000,15.0000,18.0000
4.5360E5,false,MISSION_FAIL,false,-11269.1667,true,true,false,4.6487E5,494.0000,-788.7972,true,0.0000,4680.0000,17.2395,4.5000,0.9000,3.0000,0.3000,15.0000,26.0000
4.5360E5,false,MISSION_FAIL,false,-11389.1667,true,true,false,4.6499E5,494.0000,-908.7972,true,0.0000,1800.0000,17.2395,4.5000,0.9000,3.0000,0.3000,25.0000,10.0000
4.5360E5,false,MISSION_FAIL,false,-12829.1667,true,true,false,4.6643E5,492.0000,-809.9722,true,0.0000,3240.0000,17.2395,4.5000,0.9000,3.0000,0.3000,25.0000,18.0000
4.5360E5,false,MISSION_FAIL,false,-14269.1667,true,true,false,4.6787E5,490.0000,-711.1472,true,0.0000,4680.0000,17.2395,4.5000,0.9000,3.0000,0.3000,25.0000,26.0000
4.5360E5,false,MISSION_FAIL,false,-14389.1667,true,true,false,4.6799E5,490.0000,-831.1472,true,0.0000,1800.0000,17.2395,4.5000,0.9000,3.0000,0.3000,35.0000,10.0000
4.5360E5,false,MISSION_FAIL,false,-15829.1667,true,true,false,4.6943E5,488.0000,-732.3222,true,0.0000,3240.0000,17.2395,4.5000,0.9000,3.0000,0.3000,35.0000,18.0000
4.5360E5,false,MISSION_FAIL,false,-17269.1667,true,true,false,4.7087E5,487.0000,-1402.9097,true,0.0000,4680.0000,17.2395,4.5000,0.9000,3.0000,0.3000,35.0000,26.0000
4.5360E5,true,MISSION_SUCCESS,true,34742.2500,true,false,true,4.1886E5,496.0000,33550.1900,false,0.0000,1800.0000,17.2395,5.0000,0.9000,3.0000,0.3000,15.0000,10.0000
4.5360E5,true,MISSION_SUCCESS,true,33302.2500,true,false,true,4.2030E5,496.0000,32110.1900,false,0.0000,3240.0000,17.2395,5.0000,0.9000,3.0000,0.3000,15.0000,18.0000
4.5360E5,true,MISSION_SUCCESS,true,31862.2500,true,false,true,4.2174E5,496.0000,30670.1900,false,0.0000,4680.0000,17.2395,5.0000,0.9000,3.0000,0.3000,15.0000,26.0000
4.5360E5,true,MISSION_SUCCESS,true,31742.2500,true,false,true,4.2186E5,496.0000,30550.1900,false,0.0000,1800.0000,17.2395,5.0000,0.9000,3.0000,0.3000,25.0000,10.0000
4.5360E5,true,MISSION_SUCCESS,true,30302.2500,true,false,true,4.2330E5,496.0000,29110.1900,false,0.0000,3240.0000,17.2395,5.0000,0.9000,3.0000,0.3000,25.0000,18.0000
4.5360E5,true,MISSION_SUCCESS,true,28862.2500,true,false,true,4.2474E5,496.0000,27670.1900,false,0.0000,4680.0000,17.2395,5.0000,0.9000,3.0000,0.3000,25.0000,26.0000
4.5360E5,true,MISSION_SUCCESS,true,28742.2500,true,false,true,4.2486E5,496.0000,27550.1900,false,0.0000,1800.0000,17.2395,5.0000,0.9000,3.0000,0.3000,35.0000,10.0000
4.5360E5,true,MISSION_SUCCESS,true,27302.2500,true,false,true,4.2630E5,496.0000,26110.1900,false,0.0000,3240.0000,17.2395,5.0000,0.9000,3.0000,0.3000,35.0000,18.0000
4.5360E5,true,MISSION_SUCCESS,true,25862.2500,true,false,true,4.2774E5,496.0000,24670.1900,false,0.0000,4680.0000,17.2395,5.0000,0.9000,3.0000,0.3000,35.0000,26.0000
4.5360E5,true,MISSION_SUCCESS,true,70031.5909,true,false,true,3.8357E5,486.0000,68242.5250,false,0.0000,1800.0000,17.2395,5.5000,0.9000,3.0000,0.3000,15.0000,10.0000
4.5360E5,true,MISSION_SUCCESS,true,68591.5909,true,false,true,3.8501E5,486.0000,66802.5250,false,0.0000,3240.0000,17.2395,5.5000,0.9000,3.0000,0.3000,15.0000,18.0000
4.5360E5,true,MISSION_SUCCESS,true,67151.5909,true,false,true,3.8645E5,486.0000,65362.5250,false,0.0000,4680.0000,17.2395,5.5000,0.9000,3.0000,0.3000,15.0000,26.0000
4.5360E5,true,MISSION_SUCCESS,true,67031.5909,true,false,true,3.8657E5,486.0000,65242.5250,false,0.0000,1800.0000,17.2395,5.5000,0.9000,3.0000,0.3000,25.0000,10.0000
4.5360E5,true,MISSION_SUCCESS,true,65591.5909,true,false,true,3.8801E5,486.0000,63802.5250,false,0.0000,3240.0000,17.2395,5.5000,0.9000,3.0000,0.3000,25.0000,18.0000
4.5360E5,true,MISSION_SUCCESS,true,64151.5909,true,false,true,3.8945E5,486.0000,62362.5250,false,0.0000,4680.0000,17.2395,5.5000,0.9000,3.0000,0.3000,25.0000,26.0000
4.5360E5,true,MISSION_SUCCESS,true,64031.5909,true,false,true,3.8957E5,486.0000,62242.5250,false,0.0000,1800.0000,17.2395,5.5000,0.9000,3.0000,0.3000,35.0000,10.0000
4.5360E5,true,MISSION_SUCCESS,true,62591.5909,true,false,true,3.9101E5,486.0000,60802.5250,false,0.0000,3240.0000,17.2395,5.5000,0.9000,3.0000,0.3000,35.0000,18.0000
4.5360E5,true,MISSION_SUCCESS,true,61151.5909,true,false,true,3.9245E5,486.0000,59362.5250,false,0.0000,4680.0000,17.2395,5.5000,0.9000,3.0000,0.3000,35.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,80420.8333,true,false,true,4.7398E5,510.0000,78541.7546,false,0.0000,1800.0000,15.2775,4.5000,1.1000,3.0000,0.3000,15.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,78980.8333,true,false,true,4.7542E5,510.0000,77101.7546,false,0.0000,3240.0000,15.2775,4.5000,1.1000,3.0000,0.3000,15.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,77540.8333,true,false,true,4.7686E5,510.0000,75661.7546,false,0.0000,4680.0000,15.2775,4.5000,1.1000,3.0000,0.3000,15.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,77420.8333,true,false,true,4.7698E5,510.0000,75541.7546,false,0.0000,1800.0000,15.2775,4.5000,1.1000,3.0000,0.3000,25.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,75980.8333,true,false,true,4.7842E5,510.0000,74101.7546,false,0.0000,3240.0000,15.2775,4.5000,1.1000,3.0000,0.3000,25.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,74540.8333,true,false,true,4.7986E5,510.0000,72661.7546,false,0.0000,4680.0000,15.2775,4.5000,1.1000,3.0000,0.3000,25.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,74420.8333,true,false,true,4.7998E5,510.0000,72541.7546,false,0.0000,1800.0000,15.2775,4.5000,1.1000,3.0000,0.3000,35.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,72980.8333,true,false,true,4.8142E5,510.0000,71101.7546,false,0.0000,3240.0000,15.2775,4.5000,1.1000,3.0000,0.3000,35.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,71540.8333,true,false,true,4.8286E5,510.0000,69661.7546,false,0.0000,4680.0000,15.2775,4.5000,1.1000,3.0000,0.3000,35.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,1.2475E5,true,false,true,4.2965E5,496.0000,1.2353E5,false,0.0000,1800.0000,15.2775,5.0000,1.1000,3.0000,0.3000,15.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,1.2331E5,true,false,true,4.3109E5,496.0000,1.2209E5,false,0.0000,3240.0000,15.2775,5.0000,1.1000,3.0000,0.3000,15.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,1.2187E5,true,false,true,4.3253E5,496.0000,1.2065E5,false,0.0000,4680.0000,15.2775,5.0000,1.1000,3.0000,0.3000,15.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,1.2175E5,true,false,true,4.3265E5,496.0000,1.2053E5,false,0.0000,1800.0000,15.2775,5.0000,1.1000,3.0000,0.3000,25.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,1.2031E5,true,false,true,4.3409E5,496.0000,1.1909E5,false,0.0000,3240.0000,15.2775,5.0000,1.1000,3.0000,0.3000,25.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,1.1887E5,true,false,true,4.3553E5,496.0000,1.1765E5,false,0.0000,4680.0000,15.2775,5.0000,1.1000,3.0000,0.3000,25.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,1.1875E5,true,false,true,4.3565E5,496.0000,1.1753E5,false,0.0000,1800.0000,15.2775,5.0000,1.1000,3.0000,0.3000,35.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,1.1731E5,true,false,true,4.3709E5,496.0000,1.1609E5,false,0.0000,3240.0000,15.2775,5.0000,1.1000,3.0000,0.3000,35.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,1.1587E5,true,false,true,4.3853E5,496.0000,1.1465E5,false,0.0000,4680.0000,15.2775,5.0000,1.1000,3.0000,0.3000,35.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,1.6102E5,true,false,true,3.9338E5,486.0000,1.5919E5,false,0.0000,1800.0000,15.2775,5.5000,1.1000,3.0000,0.3000,15.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5958E5,true,false,true,3.9482E5,486.0000,1.5775E5,false,0.0000,3240.0000,15.2775,5.5000,1.1000,3.0000,0.3000,15.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5814E5,true,false,true,3.9626E5,486.0000,1.5631E5,false,0.0000,4680.0000,15.2775,5.5000,1.1000,3.0000,0.3000,15.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5802E5,true,false,true,3.9638E5,486.0000,1.5619E5,false,0.0000,1800.0000,15.2775,5.5000,1.1000,3.0000,0.3000,25.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5658E5,true,false,true,3.9782E5,486.0000,1.5475E5,false,0.0000,3240.0000,15.2775,5.5000,1.1000,3.0000,0.3000,25.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5514E5,true,false,true,3.9926E5,486.0000,1.5331E5,false,0.0000,4680.0000,15.2775,5.5000,1.1000,3.0000,0.3000,25.0000,26.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5502E5,true,false,true,3.9938E5,486.0000,1.5319E5,false,0.0000,1800.0000,15.2775,5.5000,1.1000,3.0000,0.3000,35.0000,10.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5358E5,true,false,true,4.0082E5,486.0000,1.5175E5,false,0.0000,3240.0000,15.2775,5.5000,1.1000,3.0000,0.3000,35.0000,18.0000
5.5440E5,true,MISSION_SUCCESS,true,1.5214E5,true,false,true,4.0226E5,486.0000,1.5031E5,false,0.0000,4680.0000,15.2775,5.5000,1.1000,3.0000,0.3000,35.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6923E5,true,false,true,4.8597E5,510.0000,1.6730E5,false,0.0000,1800.0000,13.3155,4.5000,1.3000,3.0000,0.3000,15.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6779E5,true,false,true,4.8741E5,510.0000,1.6586E5,false,0.0000,3240.0000,13.3155,4.5000,1.3000,3.0000,0.3000,15.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6635E5,true,false,true,4.8885E5,510.0000,1.6442E5,false,0.0000,4680.0000,13.3155,4.5000,1.3000,3.0000,0.3000,15.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6623E5,true,false,true,4.8897E5,510.0000,1.6430E5,false,0.0000,1800.0000,13.3155,4.5000,1.3000,3.0000,0.3000,25.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6479E5,true,false,true,4.9041E5,510.0000,1.6286E5,false,0.0000,3240.0000,13.3155,4.5000,1.3000,3.0000,0.3000,25.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6335E5,true,false,true,4.9185E5,510.0000,1.6142E5,false,0.0000,4680.0000,13.3155,4.5000,1.3000,3.0000,0.3000,25.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6323E5,true,false,true,4.9197E5,510.0000,1.6130E5,false,0.0000,1800.0000,13.3155,4.5000,1.3000,3.0000,0.3000,35.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6179E5,true,false,true,4.9341E5,510.0000,1.5986E5,false,0.0000,3240.0000,13.3155,4.5000,1.3000,3.0000,0.3000,35.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,1.6035E5,true,false,true,4.9485E5,510.0000,1.5842E5,false,0.0000,4680.0000,13.3155,4.5000,1.3000,3.0000,0.3000,35.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,2.1476E5,true,false,true,4.4044E5,496.0000,2.1350E5,false,0.0000,1800.0000,13.3155,5.0000,1.3000,3.0000,0.3000,15.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,2.1332E5,true,false,true,4.4188E5,496.0000,2.1206E5,false,0.0000,3240.0000,13.3155,5.0000,1.3000,3.0000,0.3000,15.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,2.1188E5,true,false,true,4.4332E5,496.0000,2.1062E5,false,0.0000,4680.0000,13.3155,5.0000,1.3000,3.0000,0.3000,15.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,2.1176E5,true,false,true,4.4344E5,496.0000,2.1050E5,false,0.0000,1800.0000,13.3155,5.0000,1.3000,3.0000,0.3000,25.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,2.1032E5,true,false,true,4.4488E5,496.0000,2.0906E5,false,0.0000,3240.0000,13.3155,5.0000,1.3000,3.0000,0.3000,25.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,2.0888E5,true,false,true,4.4632E5,496.0000,2.0762E5,false,0.0000,4680.0000,13.3155,5.0000,1.3000,3.0000,0.3000,25.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,2.0876E5,true,false,true,4.4644E5,496.0000,2.0750E5,false,0.0000,1800.0000,13.3155,5.0000,1.3000,3.0000,0.3000,35.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,2.0732E5,true,false,true,4.4788E5,496.0000,2.0606E5,false,0.0000,3240.0000,13.3155,5.0000,1.3000,3.0000,0.3000,35.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,2.0588E5,true,false,true,4.4932E5,496.0000,2.0462E5,false,0.0000,4680.0000,13.3155,5.0000,1.3000,3.0000,0.3000,35.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,2.5201E5,true,false,true,4.0319E5,486.0000,2.5013E5,false,0.0000,1800.0000,13.3155,5.5000,1.3000,3.0000,0.3000,15.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,2.5057E5,true,false,true,4.0463E5,486.0000,2.4869E5,false,0.0000,3240.0000,13.3155,5.5000,1.3000,3.0000,0.3000,15.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,2.4913E5,true,false,true,4.0607E5,486.0000,2.4725E5,false,0.0000,4680.0000,13.3155,5.5000,1.3000,3.0000,0.3000,15.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,2.4901E5,true,false,true,4.0619E5,486.0000,2.4713E5,false,0.0000,1800.0000,13.3155,5.5000,1.3000,3.0000,0.3000,25.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,2.4757E5,true,false,true,4.0763E5,486.0000,2.4569E5,false,0.0000,3240.0000,13.3155,5.5000,1.3000,3.0000,0.3000,25.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,2.4613E5,true,false,true,4.0907E5,486.0000,2.4425E5,false,0.0000,4680.0000,13.3155,5.5000,1.3000,3.0000,0.3000,25.0000,26.0000
6.5520E5,true,MISSION_SUCCESS,true,2.4601E5,true,false,true,4.0919E5,486.0000,2.4413E5,false,0.0000,1800.0000,13.3155,5.5000,1.3000,3.0000,0.3000,35.0000,10.0000
6.5520E5,true,MISSION_SUCCESS,true,2.4457E5,true,false,true,4.1063E5,486.0000,2.4269E5,false,0.0000,3240.0000,13.3155,5.5000,1.3000,3.0000,0.3000,35.0000,18.0000
6.5520E5,true,MISSION_SUCCESS,true,2.4313E5,true,false,true,4.1207E5,486.0000,2.4125E5,false,0.0000,4680.0000,13.3155,5.5000,1.3000,3.0000,0.3000,35.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-1.2906E5,true,true,false,3.8106E5,322.0000,-584.5250,true,0.0000,1800.0000,35.5635,4.5000,0.5000,3.5000,0.3000,15.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-1.3050E5,true,true,false,3.8250E5,322.0000,-1056.5250,true,0.0000,3240.0000,35.5635,4.5000,0.5000,3.5000,0.3000,15.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-1.3194E5,true,true,false,3.8394E5,321.0000,-789.7194,true,0.0000,4680.0000,35.5635,4.5000,0.5000,3.5000,0.3000,15.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-1.3206E5,true,true,false,3.8406E5,320.0000,-908.9139,true,0.0000,1800.0000,35.5635,4.5000,0.5000,3.5000,0.3000,25.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-1.3350E5,true,true,false,3.8550E5,319.0000,-624.1083,true,0.0000,3240.0000,35.5635,4.5000,0.5000,3.5000,0.3000,25.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-1.3494E5,true,true,false,3.8694E5,319.0000,-1072.1083,true,0.0000,4680.0000,35.5635,4.5000,0.5000,3.5000,0.3000,25.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-1.3506E5,true,true,false,3.8706E5,318.0000,-1193.3028,true,0.0000,1800.0000,35.5635,4.5000,0.5000,3.5000,0.3000,35.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-1.3650E5,true,true,false,3.8850E5,317.0000,-882.4972,true,0.0000,3240.0000,35.5635,4.5000,0.5000,3.5000,0.3000,35.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-1.3794E5,true,true,false,3.8994E5,316.0000,-555.6917,true,0.0000,4680.0000,35.5635,4.5000,0.5000,3.5000,0.3000,35.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-94018.5000,true,true,false,3.4602E5,351.0000,-863.6150,true,0.0000,1800.0000,35.5635,5.0000,0.5000,3.5000,0.3000,15.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-95458.5000,true,true,false,3.4746E5,350.0000,-956.0900,true,0.0000,3240.0000,35.5635,5.0000,0.5000,3.5000,0.3000,15.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-96898.5000,true,true,false,3.4890E5,349.0000,-1032.5650,true,0.0000,4680.0000,35.5635,5.0000,0.5000,3.5000,0.3000,15.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-97018.5000,true,true,false,3.4902E5,348.0000,-1005.0400,true,0.0000,1800.0000,35.5635,5.0000,0.5000,3.5000,0.3000,25.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-98458.5000,true,true,false,3.5046E5,347.0000,-1063.5150,true,0.0000,3240.0000,35.5635,5.0000,0.5000,3.5000,0.3000,25.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-99898.5000,true,true,false,3.5190E5,346.0000,-1105.9900,true,0.0000,4680.0000,35.5635,5.0000,0.5000,3.5000,0.3000,25.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-1.0002E5,true,true,false,3.5202E5,345.0000,-1086.4650,true,0.0000,1800.0000,35.5635,5.0000,0.5000,3.5000,0.3000,35.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-1.0146E5,true,true,false,3.5346E5,344.0000,-1110.9400,true,0.0000,3240.0000,35.5635,5.0000,0.5000,3.5000,0.3000,35.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-1.0290E5,true,true,false,3.5490E5,343.0000,-1119.4150,true,0.0000,4680.0000,35.5635,5.0000,0.5000,3.5000,0.3000,35.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-65350.9091,true,true,false,3.1735E5,380.0000,-927.0250,true,0.0000,1800.0000,35.5635,5.5000,0.5000,3.5000,0.3000,15.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-66790.9091,true,true,false,3.1879E5,378.0000,-727.5250,true,0.0000,3240.0000,35.5635,5.5000,0.5000,3.5000,0.3000,15.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-68230.9091,true,true,false,3.2023E5,376.0000,-496.0250,true,0.0000,4680.0000,35.5635,5.5000,0.5000,3.5000,0.3000,15.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-68350.9091,true,true,false,3.2035E5,376.0000,-946.0250,true,0.0000,1800.0000,35.5635,5.5000,0.5000,3.5000,0.3000,25.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-69790.9091,true,true,false,3.2179E5,374.0000,-694.5250,true,0.0000,3240.0000,35.5635,5.5000,0.5000,3.5000,0.3000,25.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-71230.9091,true,true,false,3.2323E5,373.0000,-1044.7750,true,0.0000,4680.0000,35.5635,5.5000,0.5000,3.5000,0.3000,25.0000,26.0000
2.5200E5,false,MISSION_FAIL,false,-71350.9091,true,true,false,3.2335E5,372.0000,-885.0250,true,0.0000,1800.0000,35.5635,5.5000,0.5000,3.5000,0.3000,35.0000,10.0000
2.5200E5,false,MISSION_FAIL,false,-72790.9091,true,true,false,3.2479E5,370.0000,-581.5250,true,0.0000,3240.0000,35.5635,5.5000,0.5000,3.5000,0.3000,35.0000,18.0000
2.5200E5,false,MISSION_FAIL,false,-74230.9091,true,true,false,3.2623E5,369.0000,-889.7750,true,0.0000,4680.0000,35.5635,5.5000,0.5000,3.5000,0.3000,35.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-38533.8095,true,true,false,3.9133E5,450.0000,-976.9706,true,0.0000,1800.0000,33.6015,4.5000,0.7000,3.5000,0.3000,15.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-39973.8095,true,true,false,3.9277E5,448.0000,-1113.6635,true,0.0000,3240.0000,33.6015,4.5000,0.7000,3.5000,0.3000,15.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-41413.8095,true,true,false,3.9421E5,445.0000,-598.7028,true,0.0000,4680.0000,33.6015,4.5000,0.7000,3.5000,0.3000,15.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-41533.8095,true,true,false,3.9433E5,445.0000,-718.7028,true,0.0000,1800.0000,33.6015,4.5000,0.7000,3.5000,0.3000,25.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-42973.8095,true,true,false,3.9577E5,443.0000,-855.3956,true,0.0000,3240.0000,33.6015,4.5000,0.7000,3.5000,0.3000,25.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-44413.8095,true,true,false,3.9721E5,441.0000,-759.7210,true,0.0000,4680.0000,33.6015,4.5000,0.7000,3.5000,0.3000,25.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-44533.8095,true,true,false,3.9733E5,441.0000,-891.7210,true,0.0000,1800.0000,33.6015,4.5000,0.7000,3.5000,0.3000,35.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-45973.8095,true,true,false,3.9877E5,439.0000,-776.0464,true,0.0000,3240.0000,33.6015,4.5000,0.7000,3.5000,0.3000,35.0000,18.0000
3.5280E5,false,MISSION_FAIL,false,-47413.8095,true,true,false,4.0021E5,437.0000,-628.3718,true,0.0000,4680.0000,33.6015,4.5000,0.7000,3.5000,0.3000,35.0000,26.0000
3.5280E5,false,MISSION_FAIL,false,-2467.9286,true,true,false,3.5527E5,492.0000,-864.9600,true,0.0000,1800.0000,33.6015,5.0000,0.7000,3.5000,0.3000,15.0000,10.0000
3.5280E5,false,MISSION_FAIL,false,-3907.9286,true,true,false,3.5671E5,490.0000,-1001.6529,true,0.0000,3240.0000,33.6015,5.0000,0.7000,3.5000,0.3000,15.0000,18.0000
